DATE,TIME (UTC),Aircraft ID,No. A/C,TYPE A/C,ALT,MAJOR CITY,COLOR,Injury Reported,CITY,STATE
15-Oct-12,0251,CTA302,1,C402,4200,PHX,White,NO,PHoenix,Arizona
15-Oct-12,0314,AAL2458,1,B738,11000,DFW,Green,NO,Dallas-Fort Worth,Texas
15-Oct-12,0330,AAL1604,1,MD83,2000,LIT,Green,NO,Little Rock,Arkansas
15-Oct-12,0330,SWA335,1,B737,2000,LIT,Green,NO,Little Rock,Arkansas
15-Oct-12,0335,SKW4851,1,CRJ2,UNKN,TUS,Green,NO,Tucson,Arizona
15-Oct-12,0338,SKW5573,1,CRJ2,11000,SFO,Green,NO,San Francisco,California
15-Oct-12,0345,AWE504,1,A320,10000,PHX,Green,NO,Phoenix,Arizona
15-Oct-12,0356,N75966,1,C172,3200,VNY,Green,NO,Van Nuys,California
15-Oct-12,0416,AAL1216,1,MD82,10000,OKM,Green,NO,Okmulgee,Oklahoma
15-Oct-12,0442,JBU648,1,A320,15000,O88,Green,NO,Rio Vista,California
16-Oct-12,0037,RPA3495,1,E170,10000,BWI,Green,NO,Baltimore,Maryland
16-Oct-12,0126,NKT7102,1,SH33,6000,SJU,Green,NO,San Juan,Puerto Rico
16-Oct-12,0131,N749PZ,1,DA40,2000,AZO,Green,NO,Kalamazoo,Michigan
16-Oct-12,0134,RPA3495,1,E170,10000,BWI,Green,NO,Baltimore,Maryland
16-Oct-12,0202,GLA29D,1,B190,11000,DEN,Green,NO,Denver,Colorado
16-Oct-12,0210,JIA583,1,CRJ2,5500,GSP,Green,NO,Greer,South Carolina
16-Oct-12,0235,SKW892X,1,CRJ2,3500,TUS,Green,NO,Tucson,Arizona
16-Oct-12,0245,LN391LG,1,UNKN,1200,DEN,Green,NO,Denver,Colorado
16-Oct-12,0325,N990UH,1,R44,3300,CHD,Green,*NO,Chandler,Arizona
16-Oct-12,0328,EGF3064,1,E135,3000,LAX,Green,NO,Los Angeles,California
16-Oct-12,0340,SWA1542,1,B737,5000,TPA,Green,NO,Tampa,Florida
16-Oct-12,0520,JBU300,1,A320,15000,SLI,Green,NO,Los Alamitos,California
17-Oct-12,0017,FLG4301,1,CRJ2,200,ORF,Red,NO,Norfolk,Virginia
17-Oct-12,0108,JZA7984,1,CRJ2,1200,CVG,Green,NO,Covington,Kentucky
17-Oct-12,0118,TRS171,1,B737,9000,CAK,Green,NO,Akron,Ohio
17-Oct-12,0128,DAL1237,1,MD88,1100,CAE,Green,NO,Columbia,South Carolina
17-Oct-12,0156,LYM3612,1,SW4,9000,DEN,Green,NO,Denver,Colorado
17-Oct-12,0220,OAE109,1,B762,11000,LAS,Green,NO,Las Vegas,Nevada
17-Oct-12,0250,AMF1461,1,BE99,7000,CL53,Green,NO,Clearlake,California
17-Oct-12,0358,SWA1725,1,B737,UNKN,TUS,Green,NO,Tucson,Arizona
17-Oct-12,0423,JBU713,1,A320,2000,TJSJ,Green,NO,San Juan,Puerto Rico
17-Oct-12,2359,VVLT622,1,P3,1500,NIP,Green,NO,Jacksonville,Florida
18-Oct-12,0130,PDT4242,1,DH8C,5000,CLT,Green,NO,Charlotte,North Carolina
18-Oct-12,0136,N732HP,1,PA32,6000,GSP,Green,NO,Greer,South Carolina
18-Oct-12,0226,AWI4033,1,CRJ2,4000,DTW,Green,NO,Detroit,Michigan
18-Oct-12,0237,UAL597,1,MSP,2000,MSP,Green,NO,Minneapolis,Minnesota
18-Oct-12,0322,SWA487,1,B737,4000,DTW,Green,NO,Detroit,Michigan
18-Oct-12,0431,SKW4856,1,CRJ9,1000,LAX,Green,NO,Los Angeles,California
18-Oct-12,0435,FDX1351,1,A306,FL350,UIM,Green,NO,Quitman,Texas
18-Oct-12,2318,UAL1634,1,B738,14500,BOS,Green,NO,Boston,Massachusetts
19-Oct-12,0010,NKS614,1,A319,5000,ORD,Green,NO,Chicago,Illinois
19-Oct-12,0112,AWI4097,1,CRJ2,4000,UES,Green,NO,Waukesha,Wisconsin
19-Oct-12,0127,ASQ4361,1,E145,3500,TYS,Red,NO,Knoxville,Tennessee
19-Oct-12,0141,AMF4208,1,E120,7000,SAT,Green,NO,San Antonio,Texas
19-Oct-12,0156,AWE408,1,A320,9000,PHX,Green,NO,Phoenix,Arizona
19-Oct-12,0207,ASQ4528,1,E145,11000,HOU,Green,NO,Houston,Texas
19-Oct-12,0226,SWA2853,1,B733,8000,LAS,Blue,NO,Las Vegas,Nevada
19-Oct-12,0240,N997CA,1,DA40,3700,PHX,Green,NO,Phoenix,Arizona
19-Oct-12,0240,N8,1,P68,3000,FAT,White,NO,Fresno,California
19-Oct-12,0245,FDX137,1,B752,8000,FSD,Green,NO,Sioux Falls,South Dakota
19-Oct-12,0249,N100CU,1,FA10,11000,DFW,Green,NO,Dallas-Fort Worth,Texas
19-Oct-12,0250,SWA1506,1,B737,10000,PHX,Green,NO,Phoenix,Arizona
19-Oct-12,0253,SKw2958,1,CRJ2,10000,PHX,Green,NO,Phoenix,Arizona
19-Oct-12,0410,SURVEY2,1,COUR,5500,TUS,Green,NO,Tucson,Arizona
19-Oct-12,0412,DAL1327,1,B738,4000,LAX,Green,NO,Los Angeles,California
19-Oct-12,2243,JBU24,1,A320,650,JFK,Green,NO,New York,New York
20-Oct-12,0006,ADVENTUR30,1,R22,800,MYR,Green,NO,Myrtle Beach ,Florida
20-Oct-12,0030,EJA218,1,F2TH,13000,JQF,Green,NO,Concord,North Carolina
20-Oct-12,0041,AWI3735,1,CRJ2,4000,TRI,Green,NO,Bristol/Johnson/Kingsport,Tennessee
20-Oct-12,0056,AWI3904,1,CRJ2,9000,MYR,Green,NO,Myrtle Beach ,Florida
20-Oct-12,0130,UAL714,1,A320,FL310,AVP,Green,NO,Wilkes-Barre/Scranton,Pennsylvania
20-Oct-12,0200,N315NG,1,PC12,2500,GSO,Green,NO,Greensboro,North Carolina
20-Oct-12,0204,DAL1513,1,B752,12000,DTW,Green,NO,Detroit,Michigan
20-Oct-12,0235,N77R,1,C441,1500,BUR,Green,NO,Burbank,California
20-Oct-12,0249,SKW429V,1,CRJ7,3000,PHX,Green,NO,Phoenix,Arizona
20-Oct-12,0325,LCO1508,1,B77L,1500,MIA,UNKN,NO,Miami,Florida
20-Oct-12,0408,SKW468L,1,CRJ7,5300,ELP,Green,NO,El Paso,Texas
20-Oct-12,0450,N2727F,1,C172,2000,HNL,Green,NO,Honolulu,Hawaii
20-Oct-12,0651,ASA462,1,B734,800,LAX,Green,NO,Los Angeles,California
20-Oct-12,0810,UAl1706,1,B738,4500,LAS,Green,NO,Las Vegas,Nevada
21-Oct-12,0044,N336PA,1,PA44,2500,BDR,Green,NO,Bridgeport,Connecticut
21-Oct-12,0104,EGF3547,1,E145,4000,JAX,Green,NO,Jacksonville,Florida
21-Oct-12,0125,TRS1952,1,B737,12000,PDK,Green,NO,Atlanta,Georgia
21-Oct-12,0138,N924TC,1,C525,6000,ORD,Green,NO,Chicago,Illinois
21-Oct-12,0142,N33422,1,PA34,700,RHV,Green,NO,San Jose,California
21-Oct-12,0322,AAL2292,1,MD83,8000,CLT,Green,NO,Charlotte,North Carolina
21-Oct-12,2337,GPD171,1,C208,1500,TJSJ,Green,NO,San Juan,Puerto Rico
22-Oct-12,0038,DAL1108,1,DC95,1400,TRI,Green,NO,Bristol/Johnson/Kingsport,Tennessee
22-Oct-12,0045,DAL182,1,B738,2000,JFK,White,NO,New York,New York
22-Oct-12,0142,AAL1873,1,B752,3000,MIA,Green,NO,Miami,Florida
22-Oct-12,0325,SWA2503,1,B737,6000,SJC,Green,NO,San Jose,California
22-Oct-12,0350,VRD347,1,A319,4500,SFO,Green,NO,San Francisco,California
22-Oct-12,0407,SWA2122,1,B737,7000,PHX,Green,NO,Phoenix,Arizona
22-Oct-12,0412,SWA1415,1,B737,6500,PHX,Green,NO,Phoenix,Arizona
22-Oct-12,2307,ROX107,1,SH36,1500,TJSJ,Green,NO,San Juan,Puerto Rico
23-Oct-12,0035,C2121,1,FA20,2000,NBG,Green,NO,New Orleans,Louisiana
23-Oct-12,0043,TRS663,1,B712,3000,FLL,Green,NO,Fort Lauderdale,Florida
23-Oct-12,0212,DAL2155,1,UNKN,700,LAX,Green,NO,Los Angeles,California
23-Oct-12,0245,ASQ4211,1,E145,14000,HOU,Green,NO,Houston,Texas
23-Oct-12,0247,N725PG,1,C172,1500,RFD,Green,NO,Chicago/Rockford,Illinois
23-Oct-12,0310,SKYNIGHT,1,H269,500,LGB,Green,NO,Long Beach,Florida
23-Oct-12,0343,SWA2190,1,B737,7000,PHX,Green,NO,Phoenix,Arizona
23-Oct-12,0344,ABX415,1,B762,12000,PHX,Green,NO,Phoenix,Arizona
23-Oct-12,0458,AAL2033,1,B738,FL360,TRI,Green,NO,Bristol/Johnson/Kingsport,Tennessee
23-Oct-12,2335,NEWSCHOPPER12,1,AS50,1100,JFK,Green,NO,New York,New York
24-Oct-12,0016,CHQ6043,1,E145,3000,DTW,Green,NO,Detroit,Michigan
24-Oct-12,0023,ASQ4563,1,E145,10000,CLE,Green,NO,Cleveland,Ohio
24-Oct-12,0059,EGF4394,1,E145,4000,ORD,Green,NO,Chicago,Illinois
24-Oct-12,0105,N1419D,1,C172,2000,MCO,Green,NO,Orlando,Florida
24-Oct-12,0149,SKW121J,1,CRJ1,11000,SLC,Green,NO,Salt Lake City,Utah
24-Oct-12,0217,DAL946,1,MD88,4500,DTW,Green,NO,Detroit,Michigan
24-Oct-12,0217,HELO,1,UNKN,500,SAT,Green,NO,San Antonio,Texas
24-Oct-12,0227,JENA46,1,C208,UNKN,PWK,Green,NO,Chicago,Illinois
24-Oct-12,0233,NJT624,1, C56X,UNKN,DAL,Green,NO,Dallas,Texas
24-Oct-12,0258,N701SP,1,C172,1800,SEE,Green,NO,San Diego/El Cajon,California
24-Oct-12,0301,FED1230,1,DC10,12000,SLC,Green,NO,Salt Lake City,Utah
24-Oct-12,0302,N560LH,1,R44,6200,PVU,Green,NO,Provo,Utah
24-Oct-12,0332,AAL1553,1,B738,600,LAX,Green,NO,Los Angeles,California
24-Oct-12,0342,SKW4620,1,CRJ7,2000,LAX,Green,NO,Los Angeles,California
24-Oct-12,0450,N418PA,1,PA28,2200,CHD,Green,NO,Chandler,Arizona
24-Oct-12,0732,DAL8952,1,A319,4500,PHX,Green,NO,Phoenix,Arizona
25-Oct-12,0028,AIRBEAR1,1,AS350,2000,YNG,Green,NO,Youngstown/Warren,Ohio
25-Oct-12,0105,N335MR,1,LJ35,5000,PIT,Green,NO,Pittsburgh,Pennsylvania
25-Oct-12,0135,LOBO11,1,F16,2500,FSD,Green,NO,Sioux Falls,South Dakota
25-Oct-12,0158,N943VG,1,SR22,10000,MRN,Green,NO,Morganton,North Carolina
25-Oct-12,0220,N550HB,1,C550,10500,MSY,Green,NO,New Orleans,Louisiana
25-Oct-12,0250,SWA1917,1,B737,6000,HOU,Green,NO,Houston,Texas
25-Oct-12,0320,R95196,1,AH64,500,UTS,Green,NO,Huntsville,Texas
25-Oct-12,0430,SHERIFF1,1,EC20,1000,FAT,Green,NO,Fresno,California
25-Oct-12,0552,FDX1810,1,A306,1500,OAK,Green,NO,Oakland,California
25-Oct-12,0610,SKW451P,1,E120,2500,CRQ,Green,NO,Carlsbad,California
25-Oct-12,2349,N20155,1,C172,2800,SC47,Green,NO,Simpsonville,South Carolina
26-Oct-12,0049,DAL1048,1,MD88,4500,ATL,Green,NO,Atlanta,Georgia
26-Oct-12,0059,TRS321,1,B712,5000,ATL,Green,NO,Atlanta,Georgia
26-Oct-12,0220,AWI3795,1,CRJ2,11000,CLT,Green,NO,Charlotte,North Carolina
26-Oct-12,0220,ASH2660,1,CRJ9,8000,CLT,Green,NO,Charlotte,North Carolina
26-Oct-12,0222,CHQ3029,1,UNKN,9000,CLT,Green,NO,Charlotte,North Carolina
26-Oct-12,0222,RPA3346,1,E170,8,DCA,Green,NO,Washington,District of Columbia
26-Oct-12,0302,EGF2725,1,E135,10000,ADS,Green,NO,Dallas,Texas
26-Oct-12,0316,ASA401,1,B737,11000,PDX,Blue,NO,Portland,Oregon
26-Oct-12,0321,AWI3565,1,CRJ2,1500,CAE,Green,NO,Columbia,South Carolina
26-Oct-12,0321,N21010,1,C182,1500,CAE,Green,NO,Columbia,South Carolina
26-Oct-12,0541,ASA624,1,B738,6000,LAS,Green,NO,Las Vegas,Nevada
26-Oct-12,0655,N574BP,1,C560,16500,SBD,Green,NO,San Bernardino,California
26-Oct-12,0710,CTL103,1,AC50,4000,BHM,Green,NO,Birmingham,Alabama
26-Oct-12,0825,NKS875,1,A319,3000,VUO,Green,NO,Vancouver,Washington
26-Oct-12,2307,PDT4305,1,DH8B,2000,PHL,Green,NO,Philadelphia,Pennsylvania
26-Oct-12,2325,N253SA,1,EC35,2500,PTK,Green,NO,Pontiac,Michigan
27-Oct-12,0017,AWI3768,1,CRJ2,14000,RDG,Green,NO,Reading,Pennsylvania
27-Oct-12,0045,JBU333,1,A320,12000,LEE,Green,NO,Leesburg,Florida
27-Oct-12,0054,LFLT03,1,BK17,800,HOU,Green,NO,Houston,Texas
27-Oct-12,0102,SWA770,1,B737,12000,IND,Green,NO,Indianapolis,Indiana
27-Oct-12,0604,QXE189,1,DH8D,10000,RHV,Green,NO,San Jose ,California
27-Oct-12,0703,SKW439M,1,CRJ7,6000,PHX,Green,NO,Phoenix ,Arizona
27-Oct-12,0755,AAL607,1,B738,10000,SMO,Green,NO,Santa Monica,California
27-Oct-12,0825,UAL771,1,A319,7000,SMO,Green,NO,Santa Monica,California
27-Oct-12,1006,RPA3346,1,E170,800,DCA,Green,NO,Washington,District of Columbia
27-Oct-12,2253,DAL1622,1,MD88,11000,BED,Green,NO,Bedford,Massachusetts
28-Oct-12,0123,SKW567A,1,CRJ2,2000,FAR,Green,NO,Fargo,North Dakota
28-Oct-12,0227,7G827,1,T38,3000,CRP,Green,NO,Corpus Christi,Texas
28-Oct-12,0249,N313HC,1,C650,2000,CRP,Green,NO,Corpus Christi,Texas
28-Oct-12,0253,DAL698,1,B752,UNKN,IND,Green,NO,Indianapolis,Indiana
28-Oct-12,0255,FLG36,1,CRJ2,UNKN,IND,Green,NO,Indianapolis,Indiana
28-Oct-12,0355,SKW5357,1,E120,7000,FAT,Green,NO,Fresno,California
28-Oct-12,0648,N343WA,1,PA32,1500,TMB,Green,NO,Miami,Florida
29-Oct-12,0103,HOBBY92,1,C130,2500,BTR,Green,NO,Baton Rouge,Louisiana
29-Oct-12,0151,N922MC,1,PA44,800,ARR,Green,NO,Chicago/Aurora,Illinois
29-Oct-12,0437,SWA1487,1,B737,4500,SJC,Green,NO,San Jose,California
29-Oct-12,0733,SKW5391,1,E120,5000,YMA,Green,NO,Yuma,Arizona
29-Oct-12,0737,FSN4034,1,C560,11000,TKI,Green,NO,Dallas,Texas
29-Oct-12,1201,NJT382,1,C680,3000,DFW,Green,NO,Dallas-Fort Worth,Texas
30-Oct-12,0016,CTL7,1,AC50,7000,ACT,Green,NO,Waco,Texas
30-Oct-12,0128,MEDFLT2,1,UNKN,2000,HKY,Green,NO,Hickory,North Carolina
30-Oct-12,0543,VIR211,1,A319,8000,SJC,Green,NO,San Jose,California
30-Oct-12,2253,N95PD,1,B206,700,PNE,Green,NO,Philadelphia,Pennsylvania
31-Oct-12,0005,AAL607,1,B738,7000,BOS,Green,NO,Boston,Massachusetts
31-Oct-12,0045,SWA604,1,B733,7000,MSY,Green,NO,New Orleans,Louisiana
31-Oct-12,0100,SWA918,1,B733,3000,EDC,Green,NO,Austin,Texas
31-Oct-12,0114,LFLT74,1,UNKN,6500,BOI,Green,NO,Boise,Idaho
31-Oct-12,0125,UAL50,1,,,EWR,Green,NO,Newark,New Jersey
31-Oct-12,0350,TV11,1,AS50,1300,VNY,Green,NO,Van Nuys,California
31-Oct-12,0353,ASA401,1,B738,7000,PDX,Purple,NO,Portland,Oregon
31-Oct-12,0355,FLX540,1,CL30,5000,PHL,Red,NO,Philadelphia,Pennsylvania
31-Oct-12,0356,LFGRD,1,AE45,1000,FAT,Green,NO,Fresno,California
31-Oct-12,0522,N834AT,1,PA44,1700,AIA,Green,NO,Alliance,Nebraska
31-Oct-12,0526,EAGLE1,1,B06,6700,DEN,Green,NO,Denver,Colorado
31-Oct-12,0527,TRS8,1,B712,6000,BOS,Green,NO,Boston,Massachusetts
31-Oct-12,0529,SKW5541,1,E120,4000,SFO,Blue,NO,San Francisco,California
31-Oct-12,0744,FDX1610,1,DC10,2000,IND,Green,NO,Indianapolis,Indiana
31-Oct-12,1205,EGF3298,1,E145,6000,HOU,Green,NO,Houston,Texas
1-Nov-12,0019,RHODY34,1,C130,3000,MHT,Green,NO,Manchester,New Hampshire
1-Nov-12,0050,ASQ4181,1,E45X,1000,EWR,Green,NO,Newark ,New Jersey
1-Nov-12,0107,CHQ5084,1,E145,5600,OBK,Green,NO,Northbrook,Illinois
1-Nov-12,0107,EGF4035,1,E145,5000,OBK,Green,NO,Northbrook,Illinois
1-Nov-12,0110,AMF1845,1,SW4,9000,SLC,Green,NO,Salt Lake City,Utah
1-Nov-12,0130,METRO2,1,C172,1500,RIC,Green,NO,Richmond,Virginia
1-Nov-12,0304,DAL1237,1,MD88,750,CAE,Green,NO,Columbia,South Carolina
1-Nov-12,0431,VRD367,1,A320,5000,LAX,Green,NO,Los Angeles,California
1-Nov-12,0705,SKW5461,1,E120,7000,LVK,Green,NO,Livermore,California
1-Nov-12,1010,FDX1721,1,DC10,3000,TEB,Green,NO,Teterboro,New Jersey
1-Nov-12,1018,FDX1864,1,B752,3500,LAS,Green,NO,Las Vegas,Nevada
1-Nov-12,2324,N831BR,1,C172,1800,TMB,Green,NO,Miami,Florida
1-Nov-12,2350,TURBO40,1,K35R,1000,ICT,Green,NO,Wichita,Kansas
2-Nov-12,0012,AAL2100,1,B738,6000,MIA,Green,NO,Miami,Florida
2-Nov-12,0044,TRS429,1,B712,10000,BAE,Green,NO,Milwaukee,Wisconsin
2-Nov-12,0113,EGF3913,1,E145,3200,ICT,Green,NO,Wichita,Kansas
2-Nov-12,0113,LIFESTRM47,1,B206,800,AUS,Green,NO,Austin,Texas
2-Nov-12,0115,AAL1294,1,B738,8000,MIA,Green,NO,Miami,Florida
2-Nov-12,0433,TRS660,1,B737,2000,SJU,Green,NO,San Juan,Puerto Rico
2-Nov-12,0435,METRO2,1,C172,1500,RIC,Green,NO,Richmond,Virginia
2-Nov-12,0436,FDX1215,1,MD11,FL210,PSP,Blue,NO,Palm Springs,California
2-Nov-12,2252,SNC7102,1,SH36,4000,TJFA,Green,NO,Fajardo,Puerto Rico
2-Nov-12,2358,VV7E134,1,B206,4500,MTH,Green,NO,Marathon,Florida
3-Nov-12,0112,SKW493E,1,CRJ2,2000,FAR,Green,NO,Fargo,North Dakota
3-Nov-12,0157,N910DP,1,C750,12000,MCO,Green,NO,Orlando,Florida
3-Nov-12,0203,N31PB,1,B206,3000,PBI,Green,NO,West Palm Beach,Florida
3-Nov-12,0309,AWE89,1,A320,9000,PHX,Green,NO,Phoenix,Arizona
3-Nov-12,0429,SWA1448,1,B733,8000,PHX,Green,NO,Phoenix,Arizona
3-Nov-12,0517,EGF3678,1,CRJ1,5000,LAX,Green,NO,Los Angeles,California
3-Nov-12,0520,BUG14,1,C205,1000,HNL,Green,NO,Honolulu,Hawaii
3-Nov-12,0537,SWA1477,1,B737,3000,SJC,Green,NO,San Jose ,California
3-Nov-12,0613,HAl195,1,B712,2500,HNL,Green,NO,Honolulu,Hawaii
3-Nov-12,0631,N493ER,1,C172,UNKN,OMN,Green,NO,Ormond Beach,Florida
3-Nov-12,0642,DAL1117,1,B738,3500,LAS,Green,NO,Las Vegas,Nevada
3-Nov-12,2350,UAL360,1,B752,15000,OCF,Green,NO,Ocala,Florida
4-Nov-12,0014,UAL639,1,A320,5000,06C,Green,NO,Chicago/Schaumburg,Illinois
4-Nov-12,0110,GLA307,1,B190,10000,SVC,Green,NO,Silver City,New Mexico
4-Nov-12,0133,ASQ496,1,E145,4000,AML,Green,NO,Herndon,Virginia
4-Nov-12,0143,ASH2847,1,CRJ9,6000,PHX,Green,NO,Phoenix,Arizona
4-Nov-12,0153,AAL883,1,MD83,11000,DFW,Green,NO,Dallas-Fort Worth,Texas
4-Nov-12,0200,EGF2889,1,E135,4500,RBD,Green,NO,Dallas ,Texas
4-Nov-12,0210,ACA562,1,E190,1700,SFO,Green,NO,San Francisco,California
4-Nov-12,0342,SKW6310,1,CRJ7,5000,LAX,Green,NO,Los Angeles,California
4-Nov-12,0418,AAL1091,1,MD83,6000,PHX,Green,NO,Phoenix,Arizona
4-Nov-12,0430,SWA3099,1,B737,FL370,LAX,Green,NO,Los Angeles,California
4-Nov-12,0510,SWA553,1,B737,3500,LAS,Green,NO,Las Vegas,Nevada
4-Nov-12,0517,UAL1482,1,B737,3500,LAS,Green,NO,Las Vegas,Nevada
4-Nov-12,0523,ASH19,1,CRJ1,1500,HNL,Green,NO,Honolulu,Hawaii
4-Nov-12,0606,SKW4730,1,CRJ9,10000,5CL2,Green,NO,Gilroy,California
4-Nov-12,2341,ASQ5295,1,CRJ2,3500,ATL,Green,NO,Atlanta,Georgia
5-Nov-12,0043,TCF3577,1,E170,3000,DTW,Green,NO,Detroit,Michigan
5-Nov-12,0047,RPA3125,1,E170,9000,DOV,Blue,NO,Dover,Delaware
5-Nov-12,0107,SWA1704,1,B737,4000,PHX,Green,NO,Phoenix,Arizona
5-Nov-12,0143,LPE2512,1,B763,4000,MIA,Green,NO,Miami,Florida
5-Nov-12,0214,EGF2918,1,E145,2000,HOU,Green,NO,Houston,Texas
5-Nov-12,0216,SWA1635,1,B733,3000,HOU,Green,NO,Houston,Texas
5-Nov-12,0218,C2175,1,FA20,2000,NGP,Green,NO,Corpus Christi,Texas
5-Nov-12,0333,SKW751C,1,E120,1800,PSP,Green,NO,Palm Springs,California
5-Nov-12,0349,AAL1937,1,B738,4000,DFW,Green,NO,Dallas-Fort Worth,Texas
5-Nov-12,0733,SKW795K,1,E120,4500,BFL,Green,NO,Bakersfield,California
6-Nov-12,0005,VVLL42,1,P3,8100,CRG,Green,*NO,Jacksonville,Florida
6-Nov-12,0209,WiG7302,1,C208,8000,SCH,Green,NO,Schenectady,New York
6-Nov-12,0215,EGF4779,1,AT72,5000,FLL,Green,NO,Fort Lauderdale,Florida
6-Nov-12,0225,SWA382,1,B733,16000,VCV,Green,NO,Victorville,California
6-Nov-12,0248,BYA729,1,SW4,2000,BRO,Green,NO,Brownsville,Texas
6-Nov-12,0250,SKW6446,1,E120,1500,LAX,Green,NO,Los Angeles,California
6-Nov-12,0330,UAL1474,1,B738,8000,SJC,Green,NO,San Jose,California
6-Nov-12,0515,N53FJ,1,F900,4500,MAF,Green,NO,Midland,Texas
6-Nov-12,2340,N87CP,1,R44,500,TJIG,Green,NO,San Juan,Puerto Rico
7-Nov-12,0108,ASQ4666,1,E145,2000,IAH,Green,NO,Houston,Texas
7-Nov-12,0110,EJA380,1,C680,5000,HOU,Green,NO,Houston,Texas
7-Nov-12,0114,AMF6904,1,BE99,6000,SJU,Green,NO,San Juan,Puerto Rico
7-Nov-12,0247,GLA169,1,B190,5000,TLR,Green,NO,Tulare,California
7-Nov-12,0416,GLA169,1,B190,6000,PTV,Red,NO,Potterville,California
7-Nov-12,0728,NKS971,1,A320,8000,IWA,Green,NO,Phoenix,Arizona
7-Nov-12,0841,WJA1785,1,B737,27000,PAE,UNKN,NO,Everett,Washington
8-Nov-12,0337,AAL2467,1,B752,10000,FTW,Green,NO,Fort Worth,Texas
8-Nov-12,0340,AAL563,1,MD83,5000,DTO,Green,NO,Denton,Texas
8-Nov-12,0341,SWA56,1,B737,2000,HOU,White,NO,Houston,Texas
8-Nov-12,0343,AAL832,1,B738,3000,MIA,Green,NO,Miami,Florida
8-Nov-12,0430,RDD1983,1,C402,2500,RDD,Green,NO,Redding,California
9-Nov-12,0030,CPZ5752,1,E170,5000,MDW,Green,NO,Chicago,Illinois
9-Nov-12,0045,N450ER,1,C172,2000,DAB,Green,NO,Daytona Beach,Florida
9-Nov-12,0118,GLA314,1,B190,6400,LAS,UNKN,NO,Las Vegas,Nevada
9-Nov-12,0140,ACA544,1,A320,4500,LAS,Green,NO,Las Vegas,Nevada
9-Nov-12,0140,SWA948,1,B737,4500,LAS,Green,NO,Las Vegas,Nevada
9-Nov-12,0140,SWA3070,1,B737,4500,LAS,Green,NO,Las Vegas,Nevada
9-Nov-12,0201,AAL1024,1,MD82,8000,DFW,Blue,NO,Dallas-Fort Worth,Texas
9-Nov-12,0318,EGF2732,1,E145,10500,DFW,Blue,NO,Dallas-Fort Worth,Texas
9-Nov-12,0319,AAL2347,1,MD82,7000,TKI,Green,NO,Dallas,Texas
9-Nov-12,0320,MPH637,1,C208,5500,TUL,Green,NO,Tulsa,Oklahoma
9-Nov-12,0320,AAL1650,1,MD82,10000,MSY,Green,NO,New Orleans,Louisiana
9-Nov-12,0322,SKW6519,1,CRJ2,7000,SNS,Green,NO,Salinas,California
9-Nov-12,0348,N222HB,1,P28A,4000,EMT,Green,NO,El Monte,California
9-Nov-12,0349,SWA978,1,B737,3400,FLL,Green,NO,Fort Lauderdale,Florida
9-Nov-12,0436,UAL1243,1,B735,9000,LAX,Green,NO,Los Angeles,California
9-Nov-12,2235,UAL1466,1,B738,1100,EWR,Green,NO,Newark,New Jersey
9-Nov-12,2305,CTL15,1,AC50,3500,EWR,Green,NO,Newark,New Jersey
9-Nov-12,2333,SIL4000,1,B190,5000,TPA,Green,NO,Tampa,Florida
9-Nov-12,2350,ASQ4598,1,E145,7000,ARD,Green,NO,Yardley,Pennsylvania
9-Nov-12,2356,TCF5129,1,E170,7000,ARD,Green,NO,Yardley,Pennsylvania
10-Nov-12,0051,UAL395,1,A320,FL190,00R,Green,NO,Livingston,Texas
10-Nov-12,0118,SWA2252,1,B733,11000,RDU,Green,NO,Raleigh-Durham,North Carolina
10-Nov-12,0535,ASA611,1,B739,7000,LAS,Green,NO,Las Vegas,Nevada
10-Nov-12,0548,SWA2123,1,B733,9000,AEG,Blue/Green,NO,Albuquerque,New Mexico
10-Nov-12,2356,DAL2307,1,MD88,FL180,ATL,Green,NO,Atlanta,Georgia
11-Nov-12,0027,EGF4010,1,E145,16000,CLT,Green,NO,Charlotte,North Carolina
11-Nov-12,0043,DAL1731,1,MD88,FL190,GAD,Green,NO,Gadsden,Alabama
11-Nov-12,0056,EJA951P,1,C750,1500,MCO,UNKN,NO,Orlando,Florida
11-Nov-12,0128,N4915P,1,C172,2000,SCH,Green,NO,Schenectady,New York
11-Nov-12,0200,RCH5139,1,C172,FL270,L17,Green,NO,Portersville,California
11-Nov-12,0344,AWE683,1,A320,10000,ETX,Green,NO,East Texas,Pennsylvania
11-Nov-12,0634,SWA1498,1,B737,1500,SAN,Green,NO,San Diego,California
11-Nov-12,0724,QXE472,1,DH8D,10000,SAU,Green,NO,Sausalito,California
11-Nov-12,0844,UAL412,1,A320,2000,SFO,Green,NO,San Francisco,California
11-Nov-12,2325,JIA262,1,CRJ7,4000,INT,Green,NO,Winston Salem,North Carolina
11-Nov-12,2334,PDT4171,1,DH8A,3500,CLT,Green,NO,Charlotte,North Carolina
11-Nov-12,2352,JBU1722,1,E190,1700,MCO,Green,NO,Orlando,Florida
12-Nov-12,0102,IBC405,1,SW4,4500,SJU,Green,NO,San Juan,Puerto Rico
12-Nov-12,0109,OUA11,1,PA28,2200,OUM,Green,NO,Oklahoma City,Oklahoma
12-Nov-12,0148,UAL1035,1,B737,16000,VUH,Green,NO,Galveston,Texas
12-Nov-12,0157,SWA146,1,B733,8000,HOU,Green,NO,Houston,Texas
